Nr.;Anrede;Titel;Vorname;Nachname;Geburtsdatum;Straße;Hausnummer;Postleitzahl;Stadt;Telefon;Mobil;Telefax;EMail;Newsletter;Eintragsdatum
4864;Herr;;Neithard;Dubiel;29.03.1979;An den Hülsen;117;78609;Tuningen;07464/51211936;0162/6600910;;ndubiel@web.none;nein;31.05.1983
4865;Frau;;Alicia;Venus;18.03.2002;Niederseelbach;134;24376;Arnis;04642/68616331;0162/4357920;;a.02@justmail.none;;15.10.2005
4866;Herr;;Alf;Hack;;Müssingen;78;14167;Lichterfelde;030/41999494;;;alf_hack@spam-mail.none;;26.07.2017
4867;Herr;;Torsten;Küspert;;Steinwiesstraße;62;57290;Neunkirchen;;0154/3139378;;torstenkuespert@net-mail.none;;28.05.1960
4868;Herr;Dr.;Liborius;Böke;;An der Hofwiese;23;28355;Bremen;0421/83312841;;;;ja;27.09.2023
4869;k.A.;;Burgis;Sepp;;Im Frohnchen;21;72401;Haigerloch;07474/9867792;;;burgis.sepp@goggle-mail.none;;03.03.1911
4870;Herr;;Eckardt;Filipovic;;Sterbecker Straße;145;21727;Estorf;;0151/7161791;;;;19.12.2017
4871;Herr;;Erik;Kienle;;St.-Thomaser-Hohl;54;82299;Türkenfeld;08193/76760308;;;;ja;26.06.1983
4872;Herr;;Reginbert;Voss;;Schloßstraße;30;25852;Bordelum;;0176/7985570;;r_45@live-mail.none;ja;02.10.2000
4873;Herr;;Thorsten;Kerschbaum;;Am Blauen Stein;153;10367;Berlin;030/90611001;0155/9725325;;thorstenkerschbaum@funmail.none;ja;28.05.1982
4874;k.A.;Dr.;Heilmuth;Griffith;29.03.2008;Brauerstraße;165;65439;Flörsheim am Main;06145/87119477;0159/1586652;;;;18.07.2009
4875;Frau;;Leonie;Drees;;Seelbacher Weg;178;55296;Gau-Bischofsheim;06135/35679935;0158/3548189;;ldrees@live-mail.none;;13.06.2025
4876;Frau;;Babette;Stegner;20.03.2012;Röckenstraße;44;71665;Vaihingen an der Enz;07042/37147591;;;babette.2012@justmail.none;nein;27.03.2017
4877;Frau;Dr.;Bettina;Kück;;Schilfstraße;79;54597;Matzerath;06551/71733231;0174/8600968;;bettina_kueck@anymail.none;;01.11.1936
4878;k.A.;;Annabell;Bölling;22.10.1955;Marienbaumer Straße;174;85229;Markt Indersdorf;08136/93000114;0179/2786447;;;;17.09.1996
4879;Herr;;Herwig;Passon;18.05.1997;Im Sieggarten;136;58553;Halver;;0174/8654533;;herwig_passon@hoster.none;;11.05.2001
4880;Frau;Dr.;Gretel;Dombrowski;26.02.1950;Mittelweg;179;88437;Maselheim;;0176/6966942;;gretel.dombrowski@trashmail.none;;01.12.1966
4881;Herr;;Heinzwerner;Pickl;;Domänenweg;158;48607;Ochtrup;02553/58439827;0170/8501972;02553/9530810;heinzwerner-pickl@domain.none;;18.03.2002
4882;Herr;;Cordian;Eckhard;;Pützstraße;171;52074;Aachen;0241/18584251;0174/3563554;;cordian-1962@domain.none;;10.09.1971
4883;Frau;Dr.;Käte;Holmes;;Bärenacker;4;89176;Asselfingen;07345/39593481;;;;;11.02.2021
4884;Herr;;Otfried;Szymanski;15.10.2002;Klopstockstraße;104;66871;Körborn;06381/17272512;;06381/95678383;otfried_szymanski@web.none;ja;09.02.2021
4885;Herr;;Wilhard;Fiedler;;Kolberg-Körlin-Straße;107;37639;Bevern;05531/54549339;;;wilhard_fiedler@hoster.none;;15.05.2022
4886;Frau;;Brünhilde;Brandenburger;;Auf den Äckern;185;69239;Neckarsteinach;06229/44894331;;;bruenhilde-1941@web.none;;26.06.1993
4887;Frau;;Victoria;Sammet;;Buchholzstraße;164;10823;Berlin;030/31100198;;;victoria-sammet@domain.none;;08.04.1974
4888;Herr;;Hansgünter;Göbel;29.04.1945;Neuenhofer Straße;11;38154;Königslutter am Elm;05353/12640045;0152/6140975;;hansguenter.goebel@web.none;;18.05.1946
4889;Herr;;Wolfhart;Kestel;13.06.1986;Am Birkenwäldchen;163;83556;Griesstätt;08039/60578405;;;;ja;21.05.2000
4890;Frau;;Antonia;Reder;;Oleanderweg;63;67746;Merzweiler;06382/41683107;;;antonia1965@trashmail.none;;30.11.2001
4891;Frau;;Ruthild;Wagemann;08.07.2008;Steirerstraße;17;54655;Sankt Thomas;06563/81964742;;;ruthild-wagemann@quickmail.none;ja;18.11.2012
4892;Herr;;Reinar;Galster;18.02.2026;Am Wiesenhang;137a;57520;Niederdreisbach;;;02743/96667012;reinargalster@net-mail.none;;24.02.2026
4893;k.A.;;Niklas;Buchhorn;;Unter den Pelzen;77;58300;Wetter an der Ruhr;02335/1351325;0161/2993325;;n_03@kitty.none;;04.02.2022
4894;Frau;;Krimhilde;Michalak;;Nikolausstraße;75;56850;Raversbeuren;06763/53261682;0161/7306640;06763/72114208;krimhildemichalak@email.none;;22.01.1927
4895;Herr;;Gottwaldt;Bogdan;;Strahlenbach;44;87778;Stetten;08261/18932121;;;gottwaldt-1943@inter-mail.none;;27.04.1971
4896;Herr;;Caspar;Langohr;;Lilienthalstraße;115;66802;Überherrn;06836/15463155;0173/8809508;06836/6479852;;;27.05.2000
4897;Herr;;Willhart;Jourdan;21.07.1950;Kapellener Straße;175;27367;Hellwege;04264/18547620;;;;ja;02.02.2021
4898;Frau;Dr.;Ilsetraud;Lahm;;Alter Schulweg;24;13086;Weißensee;030/69911506;0177/2862474;;i-21@email.none;;08.01.1941
4899;Herr;;Meinard;Brand;28.12.1930;Hollerer Straße;136a;31199;Diekholzen;05121/32915800;0159/6379804;;meinard_30@funmail.none;;18.10.1957
4900;Herr;;Eustachius;Tegtmeier;22.06.1921;Alter Hof;56;54587;Lissendorf;06597/37038189;0160/9229569;;eustachius_1921@kitty.none;ja;28.04.2005
4901;Herr;;Karlo;Oßwald;;Dollendorfer Straße;146;83301;Traunreut;08669/74325461;0156/6458756;;karlo_osswald@validmail.none;;22.06.2008
4902;Herr;;Dennis;Rothmann;;Vor der Struth;177;55299;Nackenheim;06135/63931331;0155/5751492;06135/95188397;;ja;23.11.2016
4903;Frau;;Elfgund;Obermeier;;Koloniestraße;46;73345;Hohenstadt;07335/23852859;;07335/48288030;;;18.10.1998
4904;Herr;;Bardo;Matschke;16.04.1954;Reichswaldstraße;175;53894;Mechernich;02443/36060020;0172/5635248;;bardo_54@open-mail.none;;23.08.1984
4905;Frau;;Marianne;Jenne;;Hardter Straße;146;79289;Horben;0761/69128614;0164/7781655;;;ja;04.02.2023
4906;Frau;;Irmtraud;Seyfried;;Heerstraße;157;54426;Naurath;;;06503/71928054;irmtraud1946@quickmail.none;;21.02.1962
4907;Frau;;Merlinde;Aue;;Steinacker;116;78247;Hilzingen;07739/62293631;0171/3128160;;m_aue@ultramail.none;;09.10.1954
4908;Herr;;Nicholas;Schwarte;;Overbergstraße;16;27432;Basdahl;04766/91720686;0166/6076727;04766/89776502;;;10.05.1937
4909;Herr;;Sighart;Jakubowski;;Siegfriedstraße;25;66917;Knopp-Labach;;0179/8421347;;sighartjakubowski@validmail.none;;10.04.2025
4910;Frau;;Renata;Nagel;;Schwarzbach;90;55568;Lauschied;06751/89923571;;;renatanagel@web.none;nein;10.02.2021
4911;Frau;;Liah;Hilker;03.03.1952;Hirschbachstraße;95;21769;Hollnseth;;;;liah52@bestmail.none;;22.01.2011
4912;Herr;;Landolf;Lier;;Im Tiergarten;2;63874;Dammbach;06092/71191638;;06092/48556682;llier@net-mail.none;;05.10.1952
4913;k.A.;;Hedda;Pitzer;20.02.1958;Höhenweg;101;21524;Brunstorf;04151/81452521;0172/8558523;04151/81246986;h-pitzer@live-mail.none;;26.02.2011
4914;Frau;Dr.;Herlinde;Wilmer;;Schmielenweg;114;73569;Obergröningen;07975/8436430;0154/3158933;;herlinde_wilmer@anymail.none;nein;09.01.2004
4915;Frau;Dr.;Katy;Häussler;;Malmedystraße;95;74354;Besigheim;07143/17840572;;;katy-haeussler@validmail.none;;19.04.2011
4916;Frau;;Isabell;Bohn;;Schumacherring;174;66904;Börsborn;06383/54518784;0157/9067476;;isabell_bohn@justmail.none;;25.02.1919
4917;k.A.;Dr.;Doris;Dau;;Bergbreite;59;55767;Gollenberg;06782/90887088;;;doris_dau@trashmail.none;ja;23.07.1981
4918;Frau;;Veronika;Nießen;;Weitscheidter Straße;133;60323;Frankfurt am Main;069/81930929;0153/1419627;;;;28.06.1984
4919;Herr;;Ulfried;Meinhard;;Staffelsgasse;147;49638;Nortrup;05436/45262461;;;u.meinhard@trashmail.none;;01.02.1994
4920;Frau;;Rosl;Luhmann;;Marschallstraße;117;47929;Grefrath;02158/88463110;0170/4135373;;r1989@xyz.none;;19.06.1992
4921;k.A.;;Dietwulf;Feustel;;Angstweg;30;22889;Tangstedt;;0159/3742560;;dietwulffeustel@open-mail.none;;08.08.2025
4922;k.A.;;Rahel;Gray;;August-Brust-Straße;88;45891;Gelsenkirchen;0209/5997225;;;r.gray@hoster.none;;09.08.1942
4923;Herr;;Paulfried;Siedler;;Dam;68;55767;Rötsweiler-Nockenthal;06782/88447493;0175/8013432;;paulfried2007@open-mail.none;;28.07.2010
4924;Herr;;Hoimar;Boy;;Obere Stautenbergstraße;182;45966;Gladbeck;;;;hoimar.boy@justmail.none;;23.11.1991
4925;Herr;;Jan;Kus;05.01.1981;Winkeln;133;25348;Engelbrechtsche Wildnis;04124/66617387;;;;;22.09.2016
4926;Herr;;Rainhard;Weisser;;Schafhorst;164;87547;Missen-Wilhams;08320/15462809;0175/5640998;;rainhard-weisser@domain.none;;02.02.1959
4927;k.A.;;Bärbele;Ising;;Walter-Liebig-Straße;82;24361;Haby;04356/5854451;0171/2420052;;;nein;24.07.1989
4928;Frau;;Kareen;Seeber;31.10.1988;Uedemer Straße;62;65201;Wiesbaden;0611/14283206;;0611/66661921;;ja;29.09.2022
4929;Frau;;Lieselore;Heise;;Im Brochenbach;123;86874;Tussenhausen;;0165/1816408;08268/10060429;l_1904@mymail.none;nein;06.01.1918
4930;Frau;;Amy;Lübbers;;Am Kirschbäumchen;102;17192;Torgelow am See;03991/15599833;0163/4060702;;amy.luebbers@net-mail.none;;26.02.1984
4931;Frau;;Gertrudis;Lumpp;21.06.2020;Wochenendhausgebiet;48;52391;Vettweiß;02424/85789999;0154/2903101;02424/98445255;;ja;07.09.2020
4932;Frau;;Hannegret;Luther;;Haferkamp;167;37139;Adelebsen;05506/4756009;0152/1195715;;h-luther@quickmail.none;ja;12.12.2015
4933;Herr;;Paulus;Hefter;04.10.1960;Hochstraße;107;08352;Markersbach;03774/31249823;0155/7958934;;paulushefter@email.none;;12.02.1974
4934;Frau;;Amely;Funck;10.06.1928;Am Kreuzweg;192;36272;Niederaula;06625/38017582;0158/8837613;;a28@trashmail.none;ja;15.11.1956
4935;Frau;;Silke;Steinhaus;;Recklinghäuser Straße;128;56412;Görgeshausen;02602/71287188;;;silke-steinhaus@justmail.none;;19.01.2006
4936;Herr;;Theohold;Berchtold;21.10.1988;Boerholzer Straße;41;55483;Hirschfeld;06763/44782468;0169/6642722;;;ja;11.10.2017
4937;Frau;;Donate;Dahl;28.06.1911;Braunsheck;69;73469;Riesbürg;09081/85053822;;;;ja;08.08.1922
4938;Herr;;Sighard;Brose;;Obere Lehmerhöfe;152;94152;Neuhaus am Inn;08503/37365911;;;sighard.1987@web.none;;13.01.2024
4939;Frau;;Rosi;Lohaus;;Laygasse;88;24994;Böxlund;04605/65684942;0177/8128058;;rosi_lohaus@email.none;nein;27.11.1961
4940;Frau;;Janet;Richardson;;Heiligenstock;164;91217;Hersbruck;09151/25313619;0158/1792328;;;;08.12.2009
4941;k.A.;;Gerti;Asmussen;05.04.2017;Otto-Hue-Straße;72;56220;Urmitz;;0158/3456183;;gerti.asmussen@validmail.none;;19.03.2025
4942;k.A.;;Urthe;Benesch;;Westend;108b;55270;Schwabenheim an der Selz;;0178/8758703;;urthe-benesch@hoster.none;;17.05.1932
4943;Frau;;Dietlinde;Larson;;Hemdener Weg;164c;55595;Hargesheim;0671/39723977;0169/6003784;;dietlindelarson@justmail.none;ja;05.04.2008
4944;Frau;;Marlitt;Tölke;;Knipperweg;161;03205;Lug;;0174/3610939;;mtoelke@open-mail.none;;12.09.1955
4945;Frau;;Rena;Netz;04.12.1977;Ochtendunger Straße;80;55576;Badenheim;06701/40337761;;;rena_netz@goggle-mail.none;;17.07.2023
4946;Herr;;Gertwin;Ort;;Büttenberger Straße;139;12059;Berlin - Neukölln;;0153/1898279;;gertwin-ort@live-mail.none;;03.12.2003
4947;Herr;;John;Batz;06.02.1927;Klaaskamp;113;54636;Hüttingen an der Kyll;06561/11327895;0167/3790585;06561/63121888;john_batz@web.none;;25.09.1987
4948;Frau;;Victoria;Jenne;;Graf-Galen-Straße;157;96257;Redwitz an der Rodach;09574/9483790;0162/1907017;;victoriajenne@validmail.none;ja;10.07.2005
4949;Herr;;Borromäus;Reisch;;Sebastianusweg;89;72294;Grömbach;07453/72423421;0159/8584897;;;;28.05.2022
4950;Frau;;Sabrina;Parks;;Kürrenberger Straße;113;63584;Gründau;06058/9848326;0158/8152814;;sparks@spam-mail.none;;13.08.2021
4951;Frau;;Kristiane;Scheibel;;Grimbachstraße;161;92536;Pfreimd;09606/72477788;0178/3316950;09606/2251473;kristiane-scheibel@net-mail.none;ja;25.01.1974
4952;Herr;;Udo;Köse;23.03.1938;Adenauerallee;107;17440;Sauzin;03836/83648472;;;u.koese@funmail.none;;14.07.1940
4953;Frau;;Aleyna;Viertel;;Wehrstraße;19 b;56290;Beltheim;;0158/1435071;;;;26.07.2018
4954;Herr;;Reinholdt;Gessler;;Julius-Leber-Straße;104;67067;Ludwigshafen am Rhein;0621/9527624;0178/4091235;;;ja;09.04.1980
4955;k.A.;;Gertraude;Schädel;21.02.1915;Raiffeisenplatz;101;82216;Maisach;;0159/7974386;;gertraude-schaedel@quickmail.none;ja;19.05.1977
4956;Frau;;Lise;Janker;;Wolfsberg;28;51375;Leverkusen;;0160/1809991;;lise-08@spam-mail.none;;07.08.1956
4957;Herr;;Reinhard;Schirrmeister;24.06.1943;Schanzenstraße;14;55743;Kirschweiler;06785/51641087;;06785/1041976;reinhardschirrmeister@trashmail.none;;15.06.1954
4958;Herr;Dr.;Swen;Jaensch;;Freilinger Straße;90;23775;Großenbrode;04367/94811797;0178/9653823;04367/13699299;s.jaensch@trashmail.none;ja;01.03.2020
4959;Herr;;Hanswerner;Leyendecker;;Niederelben;96;21365;Adendorf;04131/94050332;0154/1529530;04131/31400835;hanswerner58@hoster.none;;02.07.2015
4960;Frau;;Karlotta;Mentzel;;Detmolder Straße;194;76889;Oberotterbach;;;06343/32431974;karlottamentzel@xyz.none;;15.07.1942
4961;Frau;;Zenta;Herzig;;Märchenweg;150;49509;Recke;05453/45490802;0164/7370887;;zenta.herzig@inter-mail.none;;21.03.1977
4962;Herr;;Herbert;Gehrke;;Kehrweg;155;56290;Uhler;06762/60660892;;;herbert-gehrke@spam-mail.none;;20.11.2004
4963;Herr;;Hansjochen;Hiemer;;Karweg;187;63825;Westerngrund;06024/44644275;0152/5145872;;hansjochen_hiemer@quickmail.none;ja;19.12.1943
4964;Herr;;Jupp;Hassler;;Westerholtstraße;70;49809;Lingen;0591/61034791;0177/6591556;;jhassler@hoster.none;;17.04.2000
4965;Herr;;Guntram;Bitsch;;Asgardstraße;117;55606;Limbach;06752/91729406;0167/7576827;;;;21.09.2024
4966;Frau;;Belina;Maassen;;Staffelsgasse;66;25560;Kaisborstel;04892/96764570;0162/3514518;;b_maassen@hoster.none;ja;16.03.1989
4967;Frau;;Trinchen;Steinbrenner;28.09.2025;Neuer Weg;76;54516;Flußbach;06571/15373585;0172/5541285;;trinchen.steinbrenner@net-mail.none;;17.01.2026
4968;Frau;;Lea;Grube;;St.-Jakob-Straße;48;55777;Fohren-Linden;;0163/3286369;;leagrube@hoster.none;;16.03.1998
4969;Frau;;Donate;Creutz;12.09.1905;Kapericher Straße;6;66606;Sankt Wendel;;0168/5897310;;donate-05@anymail.none;;16.11.1967
4970;Herr;Dr.;Walther;Schäfers;28.01.2012;Unter den Birken;109;79252;Stegen;07661/48106390;0162/5792029;;w.schaefers@company.none;;06.02.2025
4971;Frau;;Friederun;Elsner;05.08.2025;Am Lerchesberg;36;52349;Düren;02421/86934087;0172/3789777;;;;04.11.2025
4972;k.A.;;Irmingard;Gawlik;;Nievenheimer Straße;80;57610;Altenkirchen;06386/99558075;;;irmingard_gawlik@email.none;;13.09.1988
4973;Frau;;Lottelore;Neubert;;Hermelinweg;135;61250;Usingen;06081/38125072;0163/5517032;;lotteloreneubert@company.none;ja;18.02.1956
4974;Frau;;Liesegret;Gebauer;;Groenhoffstraße;146;39130;Magdeburg;0391/13758484;;;liesegretgebauer@ultramail.none;;29.10.1946
4975;Herr;;Raimar;Wiemann;02.02.2022;Auf dem Born;9;54585;Esch;06597/4842769;;;;;20.04.2025
4976;Herr;;Siegwald;Liebelt;;Roßbacher Straße;59;46419;Isselburg;02874/60733068;0174/2568949;02874/27523964;siegwald_1971@funmail.none;ja;27.12.2010
4977;Frau;;Donate;Erber;;Prümer Straße;168;55767;Sonnenberg-Winnenberg;06782/3710196;0169/9537723;;donate_erber@ultramail.none;;20.01.2014
4978;Frau;;Jeanett;Hüttner;;Kreuzkirchstraße;86a;24896;Treia;04626/57562258;;;;;30.09.2020
4979;Herr;;Eckfried;Wieber;12.05.2020;Nerzweg;23;35114;Haina;06456/39461372;;06456/30072634;eckfried.wieber@validmail.none;;04.06.2022
4980;k.A.;;Ferhart;Freytag;;Roncallistraße;5;06749;Friedersdorf;;0150/5220497;;ferhart-freytag@ultramail.none;nein;01.08.2022
4981;Frau;;Carla;Diederich;;Kirchhofgasse;70;25797;Großbüttel;04839/50882692;;;carla_diederich@validmail.none;ja;22.03.1921
4982;Herr;;Giselher;Oberst;;Neuköllner Straße;119;10249;Berlin;;0171/1481523;;giselher-oberst@company.none;;23.04.1974
4983;k.A.;;Helbert;Gramlich;;Lange Wiese;188;25938;Wrixum;04681/62870211;0177/5631434;;h_2013@quickmail.none;;08.10.2013
4984;Frau;;Kriemhilde;Rahm;;Melanchthonstraße;14;54317;Gusterath;0651/53040833;0172/2783390;;k-17@quickmail.none;;15.03.1955
4985;Herr;;Jo;Follmann;;Niederstraße;31;22926;Ahrensburg;04102/55940293;;;;;20.08.2012
4986;Herr;;Dieterich;Stempel;;Damkitzstraße;24a;67294;Stetten;06352/76099722;0178/4296005;;dieterich.stempel@goggle-mail.none;;15.02.2018
4987;Frau;;Lotta;Löhle;;Taeglichsbeckstraße;145;64668;Mitlechtern;06253/20629046;0160/3903151;;l2011@domain.none;;18.03.2017
4988;Herr;;Hanns;Lohmann;20.05.1967;Untere Gondorf;98;91726;Gerolfingen;;0163/8207573;;;;08.10.1993
4989;Frau;;Fenja;Bangert;04.05.2023;Deversdonk;134;65835;Liederbach am Taunus;069/23110419;0168/3421242;;fenja_bangert@validmail.none;ja;01.07.2023
4990;Frau;;Inge;Sprenger;;Albrecht-Dürer-Ring;104;49191;Belm;05406/31552837;0162/1571153;;ingesprenger@kitty.none;ja;28.04.2011
4991;Herr;;Alhard;Matt;;Lina-Schäfer-Straße;147;91094;Langensendelbach;09133/84410034;0159/4969773;09133/87534843;;nein;13.11.1977
4992;Frau;;Traudl;Oliveira;;Heisterbusch;83;55413;Trechtingshausen;06721/99418308;0152/6125869;06721/41029673;traudl_28@quickmail.none;nein;10.05.1970
4993;Frau;;Gitti;Zimmermann;;Batterieweg;190;57610;Ingelbach;02681/8516037;0171/3406597;;gitti53@funmail.none;ja;28.11.2025
4994;Frau;;Heidetraud;Schaub;;Rauscherstraße;157;32676;Lügde;05283/17365537;0168/9284593;;h-schaub@domain.none;;23.12.1994
4995;Herr;;Claas;Jaeger;;Am Kirchgarten;55;26757;Borkum;04922/55573817;;;claas_jaeger@web.none;ja;07.01.1990
4996;Herr;;Norwin;Manthey;;Wörthstraße;58;55590;Meisenheim;06753/14509023;0158/2843045;;norwin_manthey@inter-mail.none;ja;21.09.1987
4997;Herr;;Wieland;Willemsen;07.11.1987;Prozessionsweg;26;24594;Remmels;04871/58269557;;;wieland-willemsen@anymail.none;;30.12.2005
4998;Herr;;Ludwig;Hennies;25.09.1915;Röttgensweg;4;17498;Weitenhagen;03834/50981606;0163/8042561;;ludwighennies@retromail.none;;23.08.2004
4999;Frau;;Antonia;Bänsch;;Gorch-Fock-Straße;34;31559;Haste;05723/84907931;0170/6818280;;;;01.09.2020
5000;Frau;;Ilsabe;Meier;;Töpferstraße;48;92660;Neustadt an der Waldnaab;09602/73280512;0157/9807838;09602/11995731;ilsabe-meier@web.none;;12.10.2021
5001;Herr;Dr.;Frowin;Stemmer;;Weilerweg;63b;35085;Ebsdorfergrund;;;;frowinstemmer@mymail.none;;05.04.2025
5002;Frau;;Gieselind;Bornmann;08.09.1933;Alt-Seiferweg;21;54597;Olzheim;;0155/2205797;;gieselind.33@trashmail.none;;26.11.1983
5003;Frau;;Linhilde;Preißler;;Morsbach;153;50969;Köln;0221/18335318;0154/8937653;;linhilde_preissler@justmail.none;ja;12.09.1959
5004;Frau;;Reglind;Mailänder;;Erste Anwend;14;60487;Frankfurt am Main;069/47819104;0178/2199901;;;;12.01.2015
5005;Frau;;Kreszenz;Wein;;Schmiedekamp;67;85098;Großmehring;08407/76423588;0175/6535310;;kreszenz-wein@justmail.none;nein;16.10.2007
5006;Herr;;Marbod;Rosenkranz;;Neptunstraße;9;82285;Hattenhofen;;;;mrosenkranz@domain.none;;10.04.2011
5007;k.A.;;Karla;Yüksel;;Glockenstraße;188;79249;Merzhausen;0761/70092848;0155/5482001;;karlayueksel@kitty.none;;26.11.1984
5008;Frau;;Christel;Bailey;;Hurstbrunnenstraße;144;27616;Bokel;;0169/7878778;;c_bailey@bestmail.none;;19.03.2005
5009;Frau;;Elisa;Jordan;10.02.1914;Schlenkstraße;58b;27478;Cuxhaven;04721/43349809;0154/7362273;;elisa14@spam-mail.none;;14.12.1922
5010;Frau;;Margareth;Alt;20.07.1908;Im Frohnchen;76;54668;Schankweiler;06525/68550317;;;m.alt@inter-mail.none;;23.03.1972
5011;Herr;;Arend;Ries;27.04.1935;Essener Straße;6;89441;Medlingen;09073/49951682;;09073/12043622;;ja;27.06.1975
5012;Herr;;Falkhard;Röhm;06.01.1989;Werlenbacher Straße;52;54539;Ürzig;06532/23031189;0160/8527087;06532/9887291;falkhard.roehm@inter-mail.none;;20.06.2004
5013;k.A.;;Gotthart;Lensch;;Im Strötchen;77;68782;Brühl;06202/87417457;0178/2285714;;;;19.01.2001
5014;Herr;;Elmar;Ringleb;05.12.1902;Gubener Straße;137;55758;Sonnschied;06785/27334751;;;;;08.11.1977
5015;Frau;;Cathleen;Geiß;;Alte Turmstraße;182;82343;Pöcking;08157/89696420;0162/3557835;;cathleen.geiss@trashmail.none;;29.09.1978
5016;Herr;;Burghart;Leisten;;Huhlay;68;46286;Rhade;;;;;;31.12.1992
5017;Frau;;Bruna;Lais;11.06.2010;Dielkopfweg;23;83646;Wackersberg;08041/50474266;0156/5546154;;brunalais@company.none;ja;03.06.2018
5018;Frau;;Betty;Engelmann;;Reifferscheider Straße;88;56745;Volkesfeld;02652/91119104;0171/6884036;;b-engelmann@company.none;;01.06.2017
5019;Frau;;Alice;Scherzinger;14.10.1987;Jakobusstraße;95;26906;Dersum;04963/57829071;;;alice_scherzinger@net-mail.none;;08.05.2024
5020;Herr;;Christhard;Gehringer;;Am Stockpiper;71;55494;Benzweiler;06764/30623126;;06764/4569707;;;02.10.2025
5021;Herr;Dr.;Gundhard;Leng;;An der Ziegelei;52;91790;Burgsalach;09147/27569094;0153/4308064;;g_34@domain.none;;30.04.1940
5022;Herr;;Freiwald;Price;;Kurtrierer Straße;60;94347;Ascha;09961/19533528;0169/2040787;;freiwald_price@justmail.none;nein;03.04.1974
5023;Herr;;Dieterich;Pötsch;;Lynarstraße;159;56357;Nochern;06771/7720871;0157/1248620;;dieterichpoetsch@live-mail.none;;09.05.1984
5024;Frau;;Kordula;Jenke;;Lautenschlägerstraße;199;64584;Biebesheim am Rhein;06258/64129425;0160/4461863;;kordula.jenke@justmail.none;;22.12.1942
5025;Frau;;Ulrike;Goetze;;Dillenburger Straße;62;25842;Ockholm;04674/69538545;0157/2503793;;;ja;20.04.2003
5026;Frau;;Klarissa;Berge;09.12.1924;Unter der Burg;152;55234;Kettenheim;06731/35029620;;;klarissaberge@quickmail.none;;06.04.1937
5027;Herr;;Christhart;Dold;;Darfelder Straße;178;38373;Frellstedt;05355/53273984;0169/3748719;05355/3235438;c-dold@domain.none;;25.04.2023
5028;Frau;;Friedrun;Winterhart;;Voerder Straße;168;65558;Gückingen;06432/10820812;0172/2909142;06432/22984142;friedrun_51@net-mail.none;;18.01.1952
5029;Herr;Dr.;Arnt;Göpel;;Hochweg;32;28217;Bremen;0421/54288670;0168/6743889;;;ja;03.04.2015
5030;Frau;;Patricia;Ohlendorf;07.07.1974;Windmühlenstraße;39;45896;Gelsenkirchen;;0170/7951393;;patricia.ohlendorf@quickmail.none;;05.05.1994
5031;Herr;;Isfried;Lensch;07.04.2003;Kremser Tann;143;71672;Marbach am Neckar;07144/31132918;0163/7211659;;isfried-lensch@goggle-mail.none;;20.11.2025
5032;k.A.;;Dietwalt;Zastrow;;Letmather Straße;47;84549;Engelsberg;08634/76173609;0167/3678905;;dietwalt_zastrow@hoster.none;;31.07.2001
5033;Frau;;Helmtraud;Krannich;;Ernst-Thälmann-Straße;161;24613;Wiedenborstel;04822/4360678;0160/2192957;;h_1987@ultramail.none;;26.11.2009
5034;Herr;;Heimhart;Stühler;;Siegener Straße;122;76771;Hördt;07272/6946268;;;;ja;17.05.1983
5035;Frau;;Ishilde;Joseph;;Erzstraße;107;56479;Elsoff;02664/20114207;0153/2476079;;ishilde-1976@xyz.none;;16.09.2012
5036;Herr;;Uve;Tost;18.07.1927;In der Grimmel;158;54472;Veldenz;06531/9170066;0163/8978539;;uve_27@web.none;;16.02.2023
5037;Frau;;Isabelle;Nied;14.12.2005;Am Ginsterhahn;154;56357;Kasdorf;06772/94614712;0161/7670291;06772/54399635;isabellenied@funmail.none;ja;17.01.2024
5038;Herr;;Luca;Scharnagl;;Wildermannstraße;60;42281;Wuppertal;0202/51786776;0173/6567712;;luca_scharnagl@anymail.none;ja;28.03.1935
5039;Frau;;Hedwig;Lassen;;Schildsheider Straße;179;65558;Burgschwalbach;;0165/7402327;;;;19.08.1992
5040;Frau;;Theresa;Deutschmann;;Zur Heide;79;56729;Ditscheid;02651/39494515;0159/4752491;;tdeutschmann@open-mail.none;;14.08.2023
5041;Herr;;Lars;Oberst;;Weilerweg;15;85238;Petershausen;08137/91877908;0158/3247396;;loberst@net-mail.none;ja;01.01.2025
